omega (MeV),nu,RL(MeV^-1),RL,q2,nuel,ex
9.94152046783626,0.00994152046783626,0.000195121951219509,0.195121951219509,0.1443011661707876,0.006454736788910591,0.0034867836789256685
10.8187134502924,0.0108187134502924,0.000195121951219509,0.195121951219509,0.14428295543928046,0.006453922204512341,0.0043647912457800584
11.4035087719298,0.011403508771929801,0.000292682926829269,0.292682926829269,0.14426995998768852,0.006453340904847862,0.004950167867081939
11.4035087719298,0.011403508771929801,0.000439024390243903,0.439024390243903,0.14426995998768852,0.006453340904847862,0.004950167867081939
11.9883040935673,0.011988304093567301,0.000536585365853659,0.536585365853659,0.14425628056496015,0.006452729010464199,0.005535575083103103
12.280701754386,0.012280701754386,0.000682926829268293,0.682926829268293,0.14424918436441983,0.006452411590252676,0.005828290164133324
12.280701754386,0.012280701754386,0.000829268292682928,0.829268292682928,0.14424918436441983,0.006452411590252676,0.005828290164133324
12.5730994152047,0.0125730994152047,0.000975609756097562,0.975609756097562,0.14424191717109539,0.006452086521361354,0.006121012893843345
12.5730994152047,0.0125730994152047,0.0011219512195122,1.1219512195122001,0.14424191717109539,0.006452086521361354,0.006121012893843345
12.8654970760234,0.012865497076023401,0.00126829268292683,1.26829268292683,0.14423447898498684,0.0064517538037902385,0.006413743272233163
13.1578947368421,0.013157894736842101,0.00141463414634146,1.41463414634146,0.14422686980609417,0.0064514134375393255,0.0067064812993027755
13.1578947368421,0.013157894736842101,0.00160975609756098,1.6097560975609801,0.14422686980609417,0.0064514134375393255,0.0067064812993027755
13.1578947368421,0.013157894736842101,0.00175609756097561,1.75609756097561,0.14422686980609417,0.0064514134375393255,0.0067064812993027755
13.4502923976608,0.0134502923976608,0.00190243902439024,1.90243902439024,0.14421908963441743,0.006451065422608618,0.006999226975052181
13.4502923976608,0.0134502923976608,0.00204878048780488,2.04878048780488,0.14421908963441743,0.006451065422608618,0.006999226975052181
13.4502923976608,0.0134502923976608,0.00219512195121951,2.1951219512195097,0.14421908963441743,0.006451065422608618,0.006999226975052181
13.7426900584795,0.0137426900584795,0.00234146341463415,2.34146341463415,0.14421113846995656,0.006450709758998114,0.007291980299481385
14.0350877192983,0.0140350877192983,0.00248780487804878,2.48780487804878,0.1442030163127116,0.006450346446707815,0.007584741272590485
14.0350877192983,0.0140350877192983,0.00263414634146341,2.63414634146341,0.1442030163127116,0.006450346446707815,0.007584741272590485
14.0350877192983,0.0140350877192983,0.00278048780487805,2.78048780487805,0.1442030163127116,0.006450346446707815,0.007584741272590485
14.327485380117,0.014327485380117,0.00292682926829268,2.9268292682926798,0.14419472316268253,0.006449975485737719,0.00787750989437928
14.327485380117,0.014327485380117,0.00307317073170732,3.07317073170732,0.14419472316268253,0.006449975485737719,0.00787750989437928
14.327485380117,0.014327485380117,0.00321951219512195,3.21951219512195,0.14419472316268253,0.006449975485737719,0.00787750989437928
14.327485380117,0.014327485380117,0.00336585365853659,3.36585365853659,0.14419472316268253,0.006449975485737719,0.00787750989437928
14.327485380117,0.014327485380117,0.00351219512195122,3.51219512195122,0.14419472316268253,0.006449975485737719,0.00787750989437928
14.6198830409357,0.014619883040935701,0.00370731707317073,3.7073170731707297,0.14418625901986937,0.006449596876087829,0.008170286164847872
14.6198830409357,0.014619883040935701,0.00390243902439024,3.90243902439024,0.14418625901986937,0.006449596876087829,0.008170286164847872
14.6198830409357,0.014619883040935701,0.00409756097560975,4.09756097560975,0.14418625901986937,0.006449596876087829,0.008170286164847872
14.6198830409357,0.014619883040935701,0.00424390243902439,4.24390243902439,0.14418625901986937,0.006449596876087829,0.008170286164847872
14.9122807017544,0.0149122807017544,0.0044390243902439,4.4390243902439,0.14417762388427208,0.006449210617758142,0.008463070083996257
14.9122807017544,0.0149122807017544,0.00458536585365853,4.58536585365853,0.14417762388427208,0.006449210617758142,0.008463070083996257
14.9122807017544,0.0149122807017544,0.00473170731707317,4.73170731707317,0.14417762388427208,0.006449210617758142,0.008463070083996257
14.9122807017544,0.0149122807017544,0.0048780487804878,4.878048780487799,0.14417762388427208,0.006449210617758142,0.008463070083996257
15.2046783625731,0.0152046783625731,0.00502439024390244,5.02439024390244,0.14416881775589072,0.00644881671074866,0.008755861651824438
15.2046783625731,0.0152046783625731,0.00521951219512195,5.21951219512195,0.14416881775589072,0.00644881671074866,0.008755861651824438
15.2046783625731,0.0152046783625731,0.00541463414634147,5.41463414634147,0.14416881775589072,0.00644881671074866,0.008755861651824438
15.4970760233918,0.015497076023391801,0.0055609756097561,5.5609756097561,0.14415984063472523,0.006448415155059382,0.00904866086833242
